siteID,siteID,distance
HLL,KYL,51.5294
HLL,LAB,36.3708
HLL,LAC,397.841
HLL,LAG,171.509
HLL,LAM,291.393
HLL,LBT,442.684
HLL,LGP,335.09
HLL,LOL,51.2319
HLL,LPM,498.577
HLL,MAR,370.082
HLL,MCA,209.163
HLL,MCG,47.8562
HLL,MCW,379.051
HLL,MLC,37.3066
HLL,MLP,262.799
HLL,MLS,41.4052
HLL,MNG,46.1062
HLL,MPL,117.283
HLL,MPN,88.0256
HLL,MQL,418.692
HLL,MRF,375.981
HLL,MRL,291.873
HLL,MTL,339.454
HLL,MTR,319.644
HLL,MXC,57.505
HLL,NAR,334.124
HLL,NAY,343.745
HLL,NCC,57.0041
HLL,NCT,254.328
HLL,NKM,326.646
HLL,NMP,433.32
HLL,NPT,104.232
HLL,NTN,429.411
HLL,OAG,247.799
HLL,OXK,55.33
HLL,OXL,418.867
HLL,OXP,193.825
HLL,PAB,406.281
HLL,PAL,364.28
HLL,PAT,385.049
HLL,PBT,345.747
HLL,PBX,202.979
HLL,PCL,144.093
HLL,PCR,193.038
HLL,PIX,31.5937
HLL,PJR,332.714
HLL,PLC,301.57
HLL,PLM,240.676
HLL,PMA,427.268
HLL,PMC,32.826
HLL,PMT,336.245
HLL,PNG,355.899
HLL,POL,362.756
HLL,PRU,316.242
HLL,PSD,362.534
HLL,PUS,448.348
HLL,PVR,353.041
HLL,QRG,542.838
HLL,RAM,585.591
HLL,RAZ,263.933
HLL,RBC,201.357
HLL,REJ,374.035
HLL,RFM,50.3152
HLL,RNC,55.0726
HLL,RSB,186.887
HLL,SAY,30.1061
HLL,SBL,394.852
HLL,SBO,286.45
HLL,SBP,31.0125
HLL,SBR,72.3453
HLL,SCN,490.301
HLL,SCU,396.561
HLL,SDB,40.7533
HLL,SDC,356.452
HLL,SDM,241.882
HLL,SEP,439.274
HLL,SIS,16.0925
HLL,SLM,192.506
HLL,SNT,59.1264
HLL,SPD,18.9972
HLL,SRB,49.4347
HLL,SRC,245.252
HLL,SRX,47.3245
HLL,SUF,311.116
HLL,TAM,405.225
HLL,TBI,45.2999
HLL,TCH,142.801
HLL,TCK,33.9352
HLL,TIK,319.579
HLL,TLA,406.133
HLL,TNA,419.802
HLL,TNH,112.489
HLL,TPN,346.654
HLL,TPX,339.806
HLL,TRC,311.566
HLL,TRS,432.016
HLL,TRT,381.725
HLL,TUN,75.1864
HLL,TZC,15.4255
HLL,TZM,15.525
HLL,TZN,423.385
HLL,UAX,299.522
HLL,UAY,180.496
HLL,UCN,366.893
HLL,UKM,78.5204
HLL,UOL,324.601
HLL,UXB,436.068
HLL,UXL,245.138
HLL,UXM,34.7425
HLL,UYM,66.516
HLL,XBU,49.88
HLL,XCA,26.4739
HLL,XCK,27.4473
HLL,XCL,15.4142
HLL,XCR,22.9011
HLL,XCS,55.9603
HLL,XKB,18.6103
HLL,XKM,45.7235
HLL,XLM,14.4239
HLL,XNC,34.2672
HLL,XNH,425.915
HLL,XTB,40.8725
HLL,XTL,435.175
HLL,XUL,293.305
HLL,XUN,342.416
HLL,XUP,366.639
HLL,YAX,370.968
HLL,YKL,44.9382
HLL,YLT,362.998
HLL,YOK,144.667
HLL,YTM,435.753
HLL,YUL,152.249
HLL,YXH,338.652
HLL,YXL,21.5087
HLL,YXM,48.17
HLL,YXP,78.6113
HLL,ZAP,341.21
HLL,ZPT,344.752
HLL,ZTZ,315.394
HLM,HLT,329.289
HLM,HNT,314.34
HLM,HNY,230.356
HLM,HRZ,32.9635
HLM,HTZ,391.709
HLM,HUA,83.1143
HLM,ICC,330.369
HLM,ICP,179.263
HLM,IKL,370.967
HLM,ITB,305.164
HLM,ITN,151.951
HLM,ITS,104.628
HLM,IXK,86.8029
HLM,IXL,57.2818
HLM,IXT,89.6635
HLM,IXZ,98.0019
HLM,JAI,347.569
HLM,JLN,323.469
HLM,JMB,36.6211
HLM,JNT,317.165
HLM,JOY,136.865
HLM,JUL,85.3995
HLM,KAB,329.618
HLM,KCB,350.596
HLM,KIN,182.299
HLM,KND,109.365
HLM,KPH,110.05
HLM,KUC,312.021
HLM,KYL,278.209
HLM,LAB,320.22
HLM,LAC,206.484
HLM,LAG,144.606
HLM,LAM,83.123
HLM,LBT,127.284
HLM,LGP,101.288
HLM,LOL,328.213
HLM,LPM,451.544
HLM,MAR,217.302
HLM,MCA,107.802
HLM,MCG,333.351
HLM,MCW,64.1776
HLM,MLC,337.675
HLM,MLP,66.3179
HLM,MLS,326.287
HLM,MNG,315.156
HLM,MPL,356.145
HLM,MPN,381.099
HLM,MQL,127.679
HLM,MRF,317.629
HLM,MRL,221.354
HLM,MTL,75.8027
HLM,MTR,77.0045
HLM,MXC,373.092
HLM,NAR,18.6873
HLM,NAY,38.6083
HLM,NCC,317.288
HLM,NCT,67.5644
HLM,NKM,19.9633
HLM,NMP,119.336
HLM,NPT,407.126
HLM,NTN,115.622
HLM,OAG,70.5292
HLM,OXK,370.472
HLM,OXL,217.809
HLM,OXP,125.041
HLM,PAB,164.205
HLM,PAL,292.283
HLM,PAT,155.164
HLM,PBT,34.531
HLM,PBX,156.416
HLM,PCL,173.102
HLM,PCR,125.646
HLM,PIX,284.517
HLM,PJR,126.636
HLM,PLC,434.521
HLM,PLM,78.702
HLM,PMA,195.315
HLM,PMC,327.677
HLM,PMT,242.936
HLM,PNG,211.971
HLM,POL,105.827
HLM,PRU,115.278
HLM,PSD,192.997
HLM,PUS,133.052
HLM,PVR,215.475
HLM,QRG,227.911
HLM,RAM,270.828
HLM,RAZ,52.8822
HLM,RBC,115.488
HLM,REJ,58.4401
HLM,RFM,313.564
HLM,RNC,303.475
HLM,RSB,170.489
HLM,SAY,322.94
HLM,SBL,122.143
HLM,SBO,30.4033
HLM,SBP,313.418
HLM,SBR,387.834
HLM,SCN,301.721
HLM,SCU,83.0865
HLM,SDB,334.3
HLM,SDC,134.358
HLM,SDM,365.976
HLM,SEP,281.646
HLM,SIS,330.679
HLM,SLM,123.21
HLM,SNT,328.239
HLM,SPD,334.476
HLM,SRB,333.517
HLM,SRC,153.124
HLM,SRX,276.421
HLM,SUF,5.32195
HLM,TAM,139.858
HLM,TBI,333.445
HLM,TCH,408.172
HLM,TCK,281.908
HLM,TIK,39.5651
HLM,TLA,341.808
HLM,TNA,297.785
HLM,TNH,210.008
HLM,TPN,50.5436
HLM,TPX,31.4741
HLM,TRC,27.8476
HLM,TRS,148.653
HLM,TRT,339.968
HLM,TUN,389.435
HLM,TZC,330.782
HLM,TZM,301.761
HLM,TZN,110.05
HLM,UAX,40.2577
HLM,UAY,391.984
HLM,UCN,54.9914
HLM,UKM,355.483
HLM,UOL,32.7806
HLM,UXB,120.467
HLM,UXL,97.1572
HLM,UXM,343.737
HLM,UYM,364.334
HLM,XBU,364.447
HLM,XCA,312.439
HLM,XCK,322.939
HLM,XCL,326.19
HLM,XCR,334.364
HLM,XCS,370.903
HLM,XKB,328.698
HLM,XKM,288.395
HLM,XLM,327.938
HLM,XNC,335.368
HLM,XNH,111.383
HLM,XTB,298.747
HLM,XTL,128.216
HLM,XUL,23.2273
HLM,XUN,27.9281
HLM,XUP,282.578
HLM,YAX,185.992
HLM,YKL,320.914
HLM,YLT,51.4787
HLM,YOK,301.562
HLM,YTM,321.072
HLM,YUL,375.434
HLM,YXH,29.2729
HLM,YXL,316.679
HLM,YXM,327.356
HLM,YXP,386.525
HLM,ZAP,50.7213
HLM,ZPT,54.5046
HLM,ZTZ,56.155
HLT,HNT,40.8237
HLT,HNY,524.901
HLT,HRZ,296.989
HLT,HTZ,74.1571
HLT,HUA,344.293
HLT,ICC,3.84406
HLT,ICP,253.996
HLT,IKL,129.439
HLT,ITB,31.9005
HLT,ITN,405.017
HLT,ITS,364.921
HLT,IXK,410.539
HLT,IXL,358.641
HLT,IXT,414.102
HLT,IXZ,419.771
HLT,JAI,53.9331
HLT,JLN,400.225
HLT,JMB,323.559
HLT,JNT,326.406
HLT,JOY,337.679
HLT,JUL,322.766
HLT,KAB,34.3074
HLT,KCB,131.601
HLT,KIN,387.02
HLT,KND,409.778
HLT,KPH,293.707
HLT,KUC,44.8837
HLT,KYL,60.8935
HLT,LAB,41.0938
HLT,LAC,407.943
HLT,LAG,185.294
HLT,LAM,305.398
HLT,LBT,456.381
HLT,LGP,347.159
HLT,LOL,54.0023
HLT,LPM,502.085
HLT,MAR,379.349
HLT,MCA,222.58
HLT,MCG,48.8721
HLT,MCW,392.771
HLT,MLC,35.0885
HLT,MLP,276.746
HLT,MLS,44.2294
HLT,MNG,46.1079
HLT,MPL,118.857
HLT,MPN,82.0599
HLT,MQL,431.385
HLT,MRF,381.589
HLT,MRL,299.92
HLT,MTL,352.082
HLT,MTR,332.139
HLT,MXC,44.2512
HLT,NAR,347.732
HLT,NAY,357.085
HLT,NCC,62.5636
HLT,NCT,267.592
HLT,NKM,340.101
HLT,NMP,447.104
HLT,NPT,95.1177
HLT,NTN,442.844
HLT,OAG,261.623
HLT,OXK,42.6608
HLT,OXL,429.033
HLT,OXP,207.04
HLT,PAB,417.753
HLT,PAL,370.667
HLT,PAT,396.398
HLT,PBT,359.527
HLT,PBX,216.737
HLT,PCL,157.998
HLT,PCR,206.946
HLT,PIX,45.5765
HLT,PJR,344.165
HLT,PLC,305.272
HLT,PLM,254.538
HLT,PMA,438.281
HLT,PMC,27.9753
HLT,PMT,344.042
HLT,PNG,365.112
HLT,POL,374.996
HLT,PRU,327.875
HLT,PSD,372.457
HLT,PUS,461.893
HLT,PVR,362.092
HLT,QRG,556.314
HLT,RAM,599.039
HLT,RAZ,277.683
HLT,RBC,215.177
HLT,REJ,387.645
HLT,RFM,56.7557
HLT,RNC,63.4773
HLT,RSB,200.558
HLT,SAY,33.681
HLT,SBL,407.199
HLT,SBO,299.995
HLT,SBP,38.2363
HLT,SBR,58.562
HLT,SCN,499.422
HLT,SCU,410.007
HLT,SDB,40.6183
HLT,SDC,367.941
HLT,SDM,247.612
HLT,SEP,447.79
HLT,SIS,9.27024
HLT,SLM,206.101
HLT,SNT,62.2729
HLT,SPD,5.23384
HLT,SRB,50.5457
HLT,SRC,258.823
HLT,SRX,60.8031
HLT,SUF,324.724
HLT,TAM,417.318
HLT,TBI,46.0286
HLT,TCH,139.211
HLT,TCK,47.3848
HLT,TIK,332.726
HLT,TLA,411.503
HLT,TNA,427.264
HLT,TNH,126.485
HLT,TPN,360.574
HLT,TPX,353.223
HLT,TRC,324.876
HLT,TRS,444.442
HLT,TRT,386.519
HLT,TUN,61.1806
HLT,TZC,1.50865
HLT,TZM,29.3636
HLT,TZN,437.188
HLT,UAX,312.69
HLT,UAY,181.69
HLT,UCN,380.32
HLT,UKM,77.0877
HLT,UOL,337.864
HLT,UXB,449.67
HLT,UXL,257.663
HLT,UXM,28.2158
HLT,UYM,55.3579
HLT,XBU,37.8494
HLT,XCA,29.0369
HLT,XCK,30.93
HLT,XCL,15.0736
HLT,XCR,11.3766
HLT,XCS,43.4653
HLT,XKB,10.2966
HLT,XKM,57.595
HLT,XLM,4.64611
HLT,XNC,32.5043
HLT,XNH,439.672
HLT,XTB,51.2248
HLT,XTL,448.306
HLT,XUL,306.875
HLT,XUN,356.124
HLT,XUP,373.469
HLT,YAX,381.232
HLT,YKL,49.5233
HLT,YLT,376.421
HLT,YOK,152.643
HLT,YTM,442.737
HLT,YUL,153.535
HLT,YXH,352.093
HLT,YXL,28.1394
HLT,YXM,51.0208
HLT,YXP,68.8597
HLT,ZAP,354.309
HLT,ZPT,357.82
HLT,ZTZ,328.265
HNT,HNY,520.798
HNT,HRZ,281.474
HNT,HTZ,77.4033
HNT,HUA,338.971
HNT,ICC,37.9977
HNT,ICP,220.656
HNT,IKL,97.8747
HNT,ITB,18.6127
HNT,ITN,404.203
HNT,ITS,361.149
HNT,IXK,398.385
HNT,IXL,349.168
HNT,IXT,401.762
HNT,IXZ,408.296
HNT,JAI,94.4467
HNT,JLN,420.17
HNT,JMB,313.03
HNT,JNT,350.345
HNT,JOY,339.305
HNT,JUL,318.362
HNT,KAB,15.9252
HNT,KCB,95.3503
HNT,KIN,391.441
HNT,KND,386.95
HNT,KPH,266.907
HNT,KUC,4.20338
HNT,KYL,76.2975
HNT,LAB,6.1214
HNT,LAC,413.774
HNT,LAG,170.059
HNT,LAM,281.349
HNT,LBT,440.112
HNT,LGP,343.961
HNT,LOL,20.331
HNT,LPM,527.626
HNT,MAR,388.526
HNT,MCA,211.006
HNT,MCG,21.2005
HNT,MCW,376.448
HNT,MLC,23.9043
HNT,MLP,257.118
HNT,MLS,13.0736
HNT,MNG,79.8898
HNT,MPL,84.9845
HNT,MPN,70.0953
HNT,MQL,423.97
HNT,MRF,402.163
HNT,MRL,313.671
HNT,MTL,345.459
HNT,MTR,326.491
HNT,MXC,68.034
HNT,NAR,333.007
HNT,NAY,345.021
HNT,NCC,22.9568
HNT,NCT,256.861
HNT,NKM,327.04
HNT,NMP,429.675
HNT,NPT,93.4601
HNT,NTN,429.525
HNT,OAG,244.647
HNT,OXK,63.38
HNT,OXL,434.528
HNT,OXP,197.519
HNT,PAB,417.385
HNT,PAL,389.138
HNT,PAT,396.728
HNT,PBT,342.527
HNT,PBX,188.232
HNT,PCL,141.302
HNT,PCR,189.111
HNT,PIX,40.2255
HNT,PJR,344.247
HNT,PLC,267.616
HNT,PLM,236.979
HNT,PMA,440.051
HNT,PMC,66.454
HNT,PMT,358.386
HNT,PNG,374.542
HNT,POL,370.661
HNT,PRU,327.133
HNT,PSD,379.147
HNT,PUS,447.372
HNT,PVR,372.123
HNT,QRG,542.25
HNT,RAM,585.168
HNT,RAZ,261.68
HNT,RBC,198.856
HNT,REJ,372.691
HNT,RFM,16.271
HNT,RNC,22.9768
HNT,RSB,171.333
HNT,SAY,10.1075
HNT,SBL,402.083
HNT,SBO,286.285
HNT,SBP,3.21377
HNT,SBR,84.9442
HNT,SCN,508.778
HNT,SCU,396.694
HNT,SDB,19.9905
HNT,SDC,367.706
HNT,SDM,207.882
HNT,SEP,459.417
HNT,SIS,33.3953
HNT,SLM,192.92
HNT,SNT,26.8495
HNT,SPD,42.6606
HNT,SRB,22.1111
HNT,SRC,228.162
HNT,SRX,38.3116
HNT,SUF,310.134
HNT,TAM,413.647
HNT,TBI,20.2044
HNT,TCH,117.13
HNT,TCK,48.2915
HNT,TIK,322.46
HNT,TLA,432.634
HNT,TNA,442.391
HNT,TNH,104.89
HNT,TPN,341.068
HNT,TPX,340.463
HNT,TRC,313.268
HNT,TRS,438.698
HNT,TRT,409.174
HNT,TUN,91.4726
HNT,TZC,41.2789
HNT,TZM,29.2393
HNT,TZN,419.509
HNT,UAX,302.387
HNT,UAY,148.058
HNT,UCN,367.323
HNT,UKM,51.7967
HNT,UOL,326.591
HNT,UXB,434.568
HNT,UXL,252.44
HNT,UXM,33.0706
HNT,UYM,95.7629
HNT,XBU,56.5812
HNT,XCA,60.075
HNT,XCK,11.782
HNT,XCL,26.2398
HNT,XCR,52.1994
HNT,XCS,63.1443
HNT,XKB,50.0785
HNT,XKM,26.264
HNT,XLM,44.3802
HNT,XNC,22.2097
HNT,XNH,422.66
HNT,XTB,16.0985
HNT,XTL,437.622
HNT,XUL,292.843
HNT,XUN,340.132
HNT,XUP,390.66
HNT,YAX,386.502
HNT,YKL,12.1437
HNT,YLT,363.481
HNT,YOK,111.826
HNT,YTM,459.286
HNT,YUL,119.889
HNT,YXH,339.102
HNT,YXL,12.904
HNT,YXM,17.6794
HNT,YXP,72.2827
HNT,ZAP,344.301
HNT,ZPT,348.036
HNT,ZTZ,320.12
HNY,HRZ,259.343
HNY,HTZ,595.443
HNY,HUA,181.871
HNY,ICC,526.995
HNY,ICP,408.471
HNY,IKL,591.753
HNY,ITB,507.681
HNY,ITN,124.028
HNY,ITS,160.028
HNY,IXK,150.318
HNY,IXL,178.589
HNY,IXT,149.234
HNY,IXZ,138.487
HNY,JAI,526.365
HNY,JLN,300.361
HNY,JMB,214.942
HNY,JNT,351.418
HNY,JOY,193.782
HNY,JUL,202.558
HNY,KAB,534.467
HNY,KCB,573.152
HNY,KIN,163.544
HNY,KND,254.924
HNY,KPH,335.644
HNY,KUC,519.425
HNY,KYL,465.807
HNY,LAB,526.917
HNY,LAC,158.964
HNY,LAG,356.315
HNY,LAM,307.715
HNY,LBT,166.632
HNY,LGP,177.745
HNY,LOL,537.813
HNY,LPM,392.576
HNY,MAR,201.564
HNY,MCA,312.953
HNY,MCG,541.508
HNY,MCW,195.875
HNY,MLC,542.112
HNY,MLP,296.252
HNY,MLS,533.681
HNY,MNG,497.474
HNY,MPL,576.419
HNY,MPN,590.651
HNY,MQL,102.829
HNY,MRF,308.949
HNY,MRL,279.085
HNY,MTL,176.289
HNY,MTR,194.41
HNY,MXC,568.74
HNY,NAR,214.687
HNY,NAY,191.922
HNY,NCC,529.025
HNY,NCT,268.065
HNY,NKM,211.39
HNY,NMP,182.769
HNY,NPT,613.721
HNY,NTN,140.309
HNY,OAG,295.069
HNY,OXK,567.558
HNY,OXL,144.113
HNY,OXP,324.152
HNY,PAB,113.729
HNY,PAL,288.476
HNY,PAT,135.745
HNY,PBT,221.857
HNY,PBX,385.915
HNY,PCL,384.613
HNY,PCR,344.291
HNY,PIX,484.675
HNY,PJR,184.065
HNY,PLC,664.629
HNY,PLM,303.376
HNY,PMA,108.457
HNY,PMC,514.81
HNY,PMT,259.987
HNY,PNG,211.6
HNY,POL,150.202
HNY,PRU,198.533
HNY,PSD,188.133
HNY,PUS,144.833
HNY,PVR,217.724
HNY,QRG,136.611
HNY,RAM,152.964
HNY,RAZ,277.533
HNY,RBC,332.34
HNY,REJ,187.724
HNY,RFM,523.953
HNY,RNC,515.108
HNY,RSB,398.944
HNY,SAY,527.783
HNY,SBL,118.879
HNY,SBO,248.613
HNY,SBP,519.128
HNY,SBR,580.783
HNY,SCN,170.477
HNY,SCU,159.811
HNY,SDB,540.42
HNY,SDC,160.663
HNY,SDM,596.331
HNY,SEP,200.652
HNY,SIS,528.837
HNY,SLM,332.18
HNY,SNT,539.672
HNY,SPD,530.069
HNY,SRB,542.054
HNY,SRC,382.419
HNY,SRX,482.779
HNY,SUF,232.058
HNY,TAM,107.583
HNY,TBI,540.927
HNY,TCH,626.45
HNY,TCK,479.558
HNY,TIK,205.521
HNY,TLA,314.033
HNY,TNA,243.111
HNY,TNH,423.254
HNY,TPN,241.264
HNY,TPX,198.887
HNY,TRC,217.886
HNY,TRS,83.6427
HNY,TRT,332.253
HNY,TUN,579.484
HNY,TZC,526.393
HNY,TZM,501.536
HNY,TZN,188.742
HNY,UAX,224.274
HNY,UAY,618.143
HNY,UCN,178.737
HNY,UKM,567.925
HNY,UOL,204.862
HNY,UXB,155.821
HNY,UXL,268.402
HNY,UXM,545.402
HNY,UYM,545.264
HNY,XBU,562.551
HNY,XCA,501.578
HNY,XCK,527.072
HNY,XCL,526.086
HNY,XCR,526.756
HNY,XCS,568.36
HNY,XKB,521.296
HNY,XKM,496.743
HNY,XLM,522.309
HNY,XNC,539.368
HNY,XNH,180.499
HNY,XTB,506.715
HNY,XTL,112.278
HNY,XUL,244.129
HNY,XUN,216.85
HNY,XUP,275.068
HNY,YAX,172.973
HNY,YKL,529.654
HNY,YLT,181.365
HNY,YOK,528.192
HNY,YTM,258.73
HNY,YUL,599.362
HNY,YXH,201.086
HNY,YXL,519.782
HNY,YXM,536.307
HNY,YXP,590.028
HNY,ZAP,184.712
HNY,ZPT,180.589
HNY,ZTZ,203.12
HRZ,HTZ,358.858
HRZ,HUA,96.679
HRZ,ICC,297.993
HRZ,ICP,155.029
HRZ,IKL,338.476
HRZ,ITB,272.489
HRZ,ITN,170.792
HRZ,ITS,121.126
HRZ,IXK,119.227
HRZ,IXL,81.6721
HRZ,IXT,122.232
HRZ,IXZ,130.152
HRZ,JAI,316.695
HRZ,JLN,323.181
HRZ,JMB,48.7429
HRZ,JNT,308.332
HRZ,JOY,142.204
HRZ,JUL,91.0512
HRZ,KAB,296.791
HRZ,KCB,318.314
HRZ,KIN,193.376
HRZ,KND,129.197
HRZ,KPH,92.8271
HRZ,KUC,279.127
HRZ,KYL,246.914
HRZ,LAB,287.34
HRZ,LAC,218.631
HRZ,LAG,111.958
HRZ,LAM,69.8282
HRZ,LBT,159.396
HRZ,LGP,113.103
HRZ,LOL,295.262
HRZ,LPM,452.33
HRZ,MAR,223.301
HRZ,MCA,77.0381
HRZ,MCG,300.422
HRZ,MCW,95.7981
HRZ,MLC,304.855
HRZ,MLP,38.2092
HRZ,MLS,293.381
HRZ,MNG,284.138
HRZ,MPL,323.584
HRZ,MPN,348.138
HRZ,MQL,156.561
HRZ,MRF,315.441
HRZ,MRL,214.263
HRZ,MTL,93.4029
HRZ,MTR,87.0569
HRZ,MXC,340.667
HRZ,NAR,51.6472
HRZ,NAY,68.224
HRZ,NCC,284.325
HRZ,NCT,43.5138
HRZ,NKM,48.6878
HRZ,NMP,150.473
HRZ,NPT,374.193
HRZ,NTN,148.575
HRZ,OAG,37.6891
HRZ,OXK,337.964
HRZ,OXL,232.319
HRZ,OXP,94.8737
HRZ,PAB,183.877
HRZ,PAL,290.63
HRZ,PAT,171.66
HRZ,PBT,63.1764
HRZ,PBX,126.607
HRZ,PCL,140.306
HRZ,PCR,92.6846
HRZ,PIX,252.047
HRZ,PJR,134.581
HRZ,PLC,407.476
HRZ,PLM,45.9557
HRZ,PMA,214.463
HRZ,PMC,296.096
HRZ,PMT,241.195
HRZ,PNG,216.039
HRZ,POL,124.946
HRZ,PRU,119.978
HRZ,PSD,200.158
HRZ,PUS,165.9
HRZ,PVR,218.726
HRZ,QRG,260.791
HRZ,RAM,303.719
HRZ,RAZ,19.9241
HRZ,RBC,82.6249
HRZ,REJ,91.2183
HRZ,RFM,280.609
HRZ,RNC,270.513
HRZ,RSB,139.743
HRZ,SAY,290.123
HRZ,SBL,146.549
HRZ,SBO,14.3302
HRZ,SBP,280.579
HRZ,SBR,355.55
HRZ,SCN,317.316
HRZ,SCU,115.98
HRZ,SDB,301.424
HRZ,SDC,147.261
HRZ,SDM,337.953
HRZ,SEP,291.863
HRZ,SIS,298.201
HRZ,SLM,91.1919
HRZ,SNT,295.276
HRZ,SPD,302.161
HRZ,SRB,300.581
HRZ,SRC,129.195
HRZ,SRX,243.613
HRZ,SUF,29.2013
HRZ,TAM,163.396
HRZ,TBI,300.531
HRZ,TCH,375.482
HRZ,TCK,249.636
HRZ,TIK,56.7129
HRZ,TLA,341.424
HRZ,TNA,303.401
HRZ,TNH,177.062
HRZ,TPN,70.6625
HRZ,TPX,62.0483
HRZ,TRC,42.9344
HRZ,TRS,176.424
HRZ,TRT,336.671
HRZ,TUN,357.355
HRZ,TZC,298.477
HRZ,TZM,269.26
HRZ,TZN,140.799
HRZ,UAX,44.1224
HRZ,UAY,360.506
HRZ,UCN,87.4522
HRZ,UKM,322.528
HRZ,UOL,54.9374
HRZ,UXB,153.152
HRZ,UXL,78.6629
HRZ,UXM,311.03
HRZ,UYM,333.144
HRZ,XBU,331.891
HRZ,XCA,280.755
HRZ,XCK,290.151
HRZ,XCL,293.615
HRZ,XCR,302.292
HRZ,XCS,338.372
HRZ,XKB,296.633
HRZ,XKM,255.497
HRZ,XLM,295.736
HRZ,XNC,302.568
HRZ,XNH,142.833
HRZ,XTB,265.85
HRZ,XTL,160.315
HRZ,XUL,15.6557
HRZ,XUN,59.1374
HRZ,XUP,282.056
HRZ,YAX,195.537
HRZ,YKL,287.981
HRZ,YLT,83.7978
HRZ,YOK,270.143
HRZ,YTM,326.591
HRZ,YUL,343.413
HRZ,YXH,60.1975
HRZ,YXL,283.95
HRZ,YXM,294.415
HRZ,YXP,353.687
HRZ,ZAP,75.2237
HRZ,ZPT,79.3487
HRZ,ZTZ,67.5457
HTZ,HUA,413.96
HTZ,ICC,71.1672
HTZ,ICP,289.312
HTZ,IKL,93.9199
HTZ,ITB,87.9742
HTZ,ITN,476.972
HTZ,ITS,435.461
HTZ,IXK,475.498
HTZ,IXL,425.648
HTZ,IXT,478.905
HTZ,IXZ,485.297
HTZ,JAI,105.904
HTZ,JLN,472.087
HTZ,JMB,389.734
HTZ,JNT,396.19
HTZ,JOY,410.424
HTZ,JUL,392.9
HTZ,KAB,62.1476
HTZ,KCB,108.914
HTZ,KIN,460.577
HTZ,KND,463.042
HTZ,KPH,341.414
HTZ,KUC,79.9304
HTZ,KYL,134.866
HTZ,LAB,71.6141
HTZ,LAC,481.779
HTZ,LAG,247.312
HTZ,LAM,357.232
HTZ,LBT,517.503
HTZ,LGP,417.958
HTZ,LOL,66.2643
HTZ,LPM,569.786
HTZ,MAR,453.493
HTZ,MCA,287.749
HTZ,MCG,59.7578
HTZ,MCW,453.845
HTZ,MLC,54.1401
HTZ,MLP,334.309
HTZ,MLS,65.9448
HTZ,MNG,115.787
HTZ,MPL,92.1728
HTZ,MPN,28.4484
HTZ,MQL,499.891
HTZ,MRF,453.191
HTZ,MRL,373.863
HTZ,MTL,420.991
HTZ,MTR,401.597
HTZ,MXC,40.3273
HTZ,NAR,410.37
HTZ,NAY,422.079
HTZ,NCC,79.4208
HTZ,NCT,333.518
HTZ,NKM,404.236
HTZ,NMP,506.996
HTZ,NPT,21.6067
HTZ,NTN,506.807
HTZ,OAG,322.049
HTZ,OXK,37.0346
HTZ,OXL,502.827
HTZ,OXP,273.667
HTZ,PAB,489.899
HTZ,PAL,443.252
HTZ,PAT,468.782
HTZ,PBT,419.906
HTZ,PBX,262.299
HTZ,PCL,218.628
HTZ,PCR,266.512
HTZ,PIX,110.771
HTZ,PJR,416.382
HTZ,PLC,272.842
HTZ,PLM,314.371
HTZ,PMA,511.194
HTZ,PMC,95.1009
HTZ,PMT,417.838
HTZ,PNG,439.261
HTZ,POL,445.256
HTZ,PRU,399.742
HTZ,PSD,446.394
HTZ,PUS,524.751
HTZ,PVR,436.249
HTZ,QRG,619.619
HTZ,RAM,662.531
HTZ,RAZ,339.075
HTZ,RBC,276.235
HTZ,REJ,450.076
HTZ,RFM,80.7764
HTZ,RNC,91.6718
HTZ,RSB,245.113
HTZ,SAY,68.8617
HTZ,SBL,477.075
HTZ,SBO,363.529
HTZ,SBP,78.2993
HTZ,SBR,45.1422
HTZ,SCN,573.578
HTZ,SCU,473.962
HTZ,SDB,57.5233
HTZ,SDC,440.075
HTZ,SDM,228.599
HTZ,SEP,521.867
HTZ,SIS,68.0655
HTZ,SLM,269.936
HTZ,SNT,69.3731
HTZ,SPD,69.5944
HTZ,SRB,60.0119
HTZ,SRC,299.911
HTZ,SRX,115.355
HTZ,SUF,387.478
HTZ,TAM,487.981
HTZ,TBI,59.0697
HTZ,TCH,82.5332
HTZ,TCK,116.109
HTZ,TIK,399.113
HTZ,TLA,482.713
HTZ,TNA,500.799
HTZ,TNH,182.235
HTZ,TPN,418.17
HTZ,TPX,417.627
HTZ,TRC,390.209
HTZ,TRS,513.998
HTZ,TRT,456.891
HTZ,TUN,55.7753
HTZ,TZC,72.8252
HTZ,TZM,93.9697
HTZ,TZN,496.81
HTZ,UAX,379.02
HTZ,UAY,143.253
HTZ,UCN,444.538
HTZ,UKM,52.1979
HTZ,UOL,403.48
HTZ,UXB,511.965
HTZ,UXL,327.185
HTZ,UXM,50.112
HTZ,UYM,92.8212
HTZ,XBU,38.2615
HTZ,XCA,102.337
HTZ,XCK,69.0906
HTZ,XCL,69.6993
HTZ,XCR,77.0268
HTZ,XCS,35.5437
HTZ,XKB,81.1833
HTZ,XKM,103.535
HTZ,XLM,77.9313
HTZ,XNC,56.6176
HTZ,XNH,500.016
HTZ,XTB,93.2044
HTZ,XTL,514.483
HTZ,XUL,370.127
HTZ,XUN,417.536
HTZ,XUP,446.505
HTZ,YAX,454.952
HTZ,YKL,72.1144
